proteins	genes	gene_name	kcat	rxns	notes	stoicho
P21964	ENSG00000093010	COMT	1.0002	MAR02048_REV	substrate=4-methoxy-17beta-estradiol; SMILES=CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4OC)O; seq_len=271; source=DLKcat	1
P21964	ENSG00000093010	COMT	2.2976	MAR02048_REV	substrate=SAH; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N; seq_len=271; source=DLKcat	1
Q96E66	ENSG00000184154	LRRC51	2.8350	MAR02048_REV	substrate=4-methoxy-17beta-estradiol; SMILES=CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4OC)O; seq_len=192; source=DLKcat	1
Q96E66	ENSG00000184154	LRRC51	3.8229	MAR02048_REV	substrate=SAH; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N; seq_len=192; source=DLKcat	1
P21964	ENSG00000093010	COMT	0.5947	MAR02052_REV	substrate=4-methoxyestrone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4OC)O; seq_len=271; source=DLKcat	1
P21964	ENSG00000093010	COMT	2.2976	MAR02052_REV	substrate=SAH; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N; seq_len=271; source=DLKcat	1
Q96E66	ENSG00000184154	LRRC51	2.2858	MAR02052_REV	substrate=4-methoxyestrone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4OC)O; seq_len=192; source=DLKcat	1
Q96E66	ENSG00000184154	LRRC51	3.8229	MAR02052_REV	substrate=SAH; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N; seq_len=192; source=DLKcat	1
P21964	ENSG00000093010	COMT	0.8638	MAR02058_REV	substrate=2-methoxyestrone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)OC)O; seq_len=271; source=DLKcat	1
P21964	ENSG00000093010	COMT	2.2976	MAR02058_REV	substrate=SAH; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N; seq_len=271; source=DLKcat	1
Q96E66	ENSG00000184154	LRRC51	2.3452	MAR02058_REV	substrate=2-methoxyestrone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)OC)O; seq_len=192; source=DLKcat	1
Q96E66	ENSG00000184154	LRRC51	3.8229	MAR02058_REV	substrate=SAH; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N; seq_len=192; source=DLKcat	1
P21964	ENSG00000093010	COMT	0.8638	MAR02059_REV	substrate=2-methoxyestrone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)OC)O; seq_len=271; source=DLKcat	1
P21964	ENSG00000093010	COMT	2.2976	MAR02059_REV	substrate=SAH; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N; seq_len=271; source=DLKcat	1
Q96E66	ENSG00000184154	LRRC51	2.3452	MAR02059_REV	substrate=2-methoxyestrone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)OC)O; seq_len=192; source=DLKcat	1
Q96E66	ENSG00000184154	LRRC51	3.8229	MAR02059_REV	substrate=SAH; SMILES=C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N; seq_len=192; source=DLKcat	1
P21964	ENSG00000093010	COMT	0.7578	MAR02060_REV	substrate=2-hydroxyestrone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)O)O; seq_len=271; source=DLKcat	1
P21964	ENSG00000093010	COMT	3.3091	MAR02060_REV	substrate=SAM; SMILES=C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O; seq_len=271; source=DLKcat	1
Q96E66	ENSG00000184154	LRRC51	2.1447	MAR02060_REV	substrate=2-hydroxyestrone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)O)O; seq_len=192; source=DLKcat	1
Q96E66	ENSG00000184154	LRRC51	4.5251	MAR02060_REV	substrate=SAM; SMILES=C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O; seq_len=192; source=DLKcat	1
P10620	ENSG00000008394	MGST1	3.8245	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=155; source=DLKcat	1
P10620	ENSG00000008394	MGST1	39.7843	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=155; source=DLKcat	1
Q9H4Y5	ENSG00000065621	GSTO2	0.0958	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=243; source=DLKcat	1
Q9H4Y5	ENSG00000065621	GSTO2	9.2100	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=243; source=DLKcat	1
P09211	ENSG00000084207	GSTP1	0.6004	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=210; source=DLKcat	1
P09211	ENSG00000084207	GSTP1	13.4518	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=210; source=DLKcat	1
Q99735	ENSG00000085871	MGST2	0.5004	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=147; source=DLKcat	1
Q99735	ENSG00000085871	MGST2	6.3655	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=147; source=DLKcat	1
O43708	ENSG00000100577	GSTZ1	11.1980	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=216; source=DLKcat	1
O43708	ENSG00000100577	GSTZ1	150.5409	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=216; source=DLKcat	1
P0CG30	ENSG00000133433	GSTT2B	6.0966	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=244; source=DLKcat	1
P0CG30	ENSG00000133433	GSTT2B	64.2575	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=244; source=DLKcat	1
P09488	ENSG00000134184	GSTM1	0.3019	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=218; source=DLKcat	1
P09488	ENSG00000134184	GSTM1	14.2243	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
P46439	ENSG00000134201	GSTM5	0.1240	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=218; source=DLKcat	1
P46439	ENSG00000134201	GSTM5	10.9546	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
P21266	ENSG00000134202	GSTM3	1.4882	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=225; source=DLKcat	1
P21266	ENSG00000134202	GSTM3	19.0181	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=225; source=DLKcat	1
O14880	ENSG00000143198	MGST3	4.7562	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=152; source=DLKcat	1
O14880	ENSG00000143198	MGST3	188.9007	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=152; source=DLKcat	1
P78417	ENSG00000148834	GSTO1	6.3374	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=241; source=DLKcat	1
P78417	ENSG00000148834	GSTO1	18.9163	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=241; source=DLKcat	1
O60760	ENSG00000163106	HPGDS	0.4245	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=199; source=DLKcat	1
O60760	ENSG00000163106	HPGDS	44.1927	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=199; source=DLKcat	1
Q03013	ENSG00000168765	GSTM4	0.2060	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=218; source=DLKcat	1
Q03013	ENSG00000168765	GSTM4	15.8966	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
O15217	ENSG00000170899	GSTA4	0.0846	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=222; source=DLKcat	1
O15217	ENSG00000170899	GSTA4	1.8979	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
Q16772	ENSG00000174156	GSTA3	0.0225	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=222; source=DLKcat	1
Q16772	ENSG00000174156	GSTA3	0.6571	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
Q7RTV2	ENSG00000182793	GSTA5	0.0099	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=222; source=DLKcat	1
Q7RTV2	ENSG00000182793	GSTA5	0.2788	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
Q9Y2Q3	ENSG00000197448	GSTK1	0.1185	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=226; source=DLKcat	1
Q9Y2Q3	ENSG00000197448	GSTK1	11.9178	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=226; source=DLKcat	1
P28161	ENSG00000213366	GSTM2	0.0314	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=218; source=DLKcat	1
P28161	ENSG00000213366	GSTM2	0.1177	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
P08263	ENSG00000243955	GSTA1	0.0379	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=222; source=DLKcat	1
P08263	ENSG00000243955	GSTA1	0.3178	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
P09210	ENSG00000244067	GSTA2	0.0340	MAR02068_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=222; source=DLKcat	1
P09210	ENSG00000244067	GSTA2	0.4908	MAR02068_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
P10620	ENSG00000008394	MGST1	3.8245	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=155; source=DLKcat	1
P10620	ENSG00000008394	MGST1	39.7843	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=155; source=DLKcat	1
Q9H4Y5	ENSG00000065621	GSTO2	0.0958	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=243; source=DLKcat	1
Q9H4Y5	ENSG00000065621	GSTO2	9.2100	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=243; source=DLKcat	1
P09211	ENSG00000084207	GSTP1	0.6004	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=210; source=DLKcat	1
P09211	ENSG00000084207	GSTP1	13.4518	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=210; source=DLKcat	1
Q99735	ENSG00000085871	MGST2	0.5004	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=147; source=DLKcat	1
Q99735	ENSG00000085871	MGST2	6.3655	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=147; source=DLKcat	1
O43708	ENSG00000100577	GSTZ1	11.1980	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=216; source=DLKcat	1
O43708	ENSG00000100577	GSTZ1	150.5409	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=216; source=DLKcat	1
P0CG30	ENSG00000133433	GSTT2B	6.0966	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=244; source=DLKcat	1
P0CG30	ENSG00000133433	GSTT2B	64.2575	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=244; source=DLKcat	1
P09488	ENSG00000134184	GSTM1	0.3019	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=218; source=DLKcat	1
P09488	ENSG00000134184	GSTM1	14.2243	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
P46439	ENSG00000134201	GSTM5	0.1240	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=218; source=DLKcat	1
P46439	ENSG00000134201	GSTM5	10.9546	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
P21266	ENSG00000134202	GSTM3	1.4882	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=225; source=DLKcat	1
P21266	ENSG00000134202	GSTM3	19.0181	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=225; source=DLKcat	1
O14880	ENSG00000143198	MGST3	4.7562	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=152; source=DLKcat	1
O14880	ENSG00000143198	MGST3	188.9007	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=152; source=DLKcat	1
P78417	ENSG00000148834	GSTO1	6.3374	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=241; source=DLKcat	1
P78417	ENSG00000148834	GSTO1	18.9163	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=241; source=DLKcat	1
O60760	ENSG00000163106	HPGDS	0.4245	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=199; source=DLKcat	1
O60760	ENSG00000163106	HPGDS	44.1927	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=199; source=DLKcat	1
Q03013	ENSG00000168765	GSTM4	0.2060	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=218; source=DLKcat	1
Q03013	ENSG00000168765	GSTM4	15.8966	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
O15217	ENSG00000170899	GSTA4	0.0846	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=222; source=DLKcat	1
O15217	ENSG00000170899	GSTA4	1.8979	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
Q16772	ENSG00000174156	GSTA3	0.0225	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=222; source=DLKcat	1
Q16772	ENSG00000174156	GSTA3	0.6571	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
Q7RTV2	ENSG00000182793	GSTA5	0.0099	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=222; source=DLKcat	1
Q7RTV2	ENSG00000182793	GSTA5	0.2788	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
Q9Y2Q3	ENSG00000197448	GSTK1	0.1185	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=226; source=DLKcat	1
Q9Y2Q3	ENSG00000197448	GSTK1	11.9178	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=226; source=DLKcat	1
P28161	ENSG00000213366	GSTM2	0.0314	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=218; source=DLKcat	1
P28161	ENSG00000213366	GSTM2	0.1177	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
P08263	ENSG00000243955	GSTA1	0.0379	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=222; source=DLKcat	1
P08263	ENSG00000243955	GSTA1	0.3178	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
P09210	ENSG00000244067	GSTA2	0.0340	MAR02069_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=222; source=DLKcat	1
P09210	ENSG00000244067	GSTA2	0.4908	MAR02069_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
P10620	ENSG00000008394	MGST1	3.8245	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=155; source=DLKcat	1
P10620	ENSG00000008394	MGST1	39.7843	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=155; source=DLKcat	1
Q9H4Y5	ENSG00000065621	GSTO2	0.0958	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=243; source=DLKcat	1
Q9H4Y5	ENSG00000065621	GSTO2	9.2100	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=243; source=DLKcat	1
P09211	ENSG00000084207	GSTP1	0.6004	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=210; source=DLKcat	1
P09211	ENSG00000084207	GSTP1	13.4518	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=210; source=DLKcat	1
Q99735	ENSG00000085871	MGST2	0.5004	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=147; source=DLKcat	1
Q99735	ENSG00000085871	MGST2	6.3655	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=147; source=DLKcat	1
O43708	ENSG00000100577	GSTZ1	11.1980	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=216; source=DLKcat	1
O43708	ENSG00000100577	GSTZ1	150.5409	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=216; source=DLKcat	1
P0CG30	ENSG00000133433	GSTT2B	6.0966	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=244; source=DLKcat	1
P0CG30	ENSG00000133433	GSTT2B	64.2575	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=244; source=DLKcat	1
P09488	ENSG00000134184	GSTM1	0.3019	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=218; source=DLKcat	1
P09488	ENSG00000134184	GSTM1	14.2243	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
P46439	ENSG00000134201	GSTM5	0.1240	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=218; source=DLKcat	1
P46439	ENSG00000134201	GSTM5	10.9546	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
P21266	ENSG00000134202	GSTM3	1.4882	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=225; source=DLKcat	1
P21266	ENSG00000134202	GSTM3	19.0181	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=225; source=DLKcat	1
O14880	ENSG00000143198	MGST3	4.7562	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=152; source=DLKcat	1
O14880	ENSG00000143198	MGST3	188.9007	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=152; source=DLKcat	1
P78417	ENSG00000148834	GSTO1	6.3374	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=241; source=DLKcat	1
P78417	ENSG00000148834	GSTO1	18.9163	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=241; source=DLKcat	1
O60760	ENSG00000163106	HPGDS	0.4245	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=199; source=DLKcat	1
O60760	ENSG00000163106	HPGDS	44.1927	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=199; source=DLKcat	1
Q03013	ENSG00000168765	GSTM4	0.2060	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=218; source=DLKcat	1
Q03013	ENSG00000168765	GSTM4	15.8966	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=218; source=DLKcat	1
O15217	ENSG00000170899	GSTA4	0.0846	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=222; source=DLKcat	1
O15217	ENSG00000170899	GSTA4	1.8979	MAR02070_REV	substrate=GSH; SMILES=C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N; seq_len=222; source=DLKcat	1
Q16772	ENSG00000174156	GSTA3	0.0225	MAR02070_REV	substrate=estrone-2,3-quinone; SMILES=CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C(=O)C=C34; seq_len=222; source=DLKcat	1
